Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
Kenya (Busia County),AEARCTR-0001592,AEARCTR-0001592,Kenya,Busia County,Africa,East Africa,1,1,False,False,False
Brazil (South America),AEARCTR-0001596,AEARCTR-0001596,Brazil,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0001597,AEARCTR-0001597,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Tanzania, United Republic of (Simyu)",AEARCTR-0001598,AEARCTR-0001598,Tanzania,Simyu,Africa,East Africa,1,1,False,False,False
Brazil (Latin America   ),AEARCTR-0001599,AEARCTR-0001599,Brazil,No additional info,South America,South America,1,0,False,False,False
Zambia (Africa),AEARCTR-0001600,AEARCTR-0001600,Zambia,No additional info,Africa,Southern Africa,1,0,False,False,False
United States of America (Chicago metro area),AEARCTR-0001601,AEARCTR-0001601,United States of America,Chicago metro area,North America,North America,1,1,False,False,False
Private,AEARCTR-0001602,AEARCTR-0001602,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001604,AEARCTR-0001604,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001607,AEARCTR-0001607,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Viet Nam (),AEARCTR-0001608,AEARCTR-0001608,Vietnam,No additional info,Asia,Southeast Asia,1,0,False,False,False
Argentina (Latin America   ),AEARCTR-0001610,AEARCTR-0001610,Argentina,No additional info,South America,South America,1,0,False,False,False
United States of America (North America),AEARCTR-0001612,AEARCTR-0001612,United States of America,No additional info,North America,North America,1,0,False,False,False
"India (Kolkata, West Bengal)",AEARCTR-0001613,AEARCTR-0001613,India,"Kolkata, West Bengal",Asia,South Asia,1,1,False,False,False
United States of America (North America),AEARCTR-0001614,AEARCTR-0001614,United States of America,No additional info,North America,North America,1,0,False,False,False
Macedonia (the former Yugoslav Republic of) (Europe),AEARCTR-0001615,AEARCTR-0001615,North Macedonia,No additional info,Europe,Eastern Europe,1,0,False,False,False
Private,AEARCTR-0001617,AEARCTR-0001617,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001620,AEARCTR-0001620,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001621,AEARCTR-0001621,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Turkey (Europe),AEARCTR-0001622,AEARCTR-0001622,Turkey,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Private,AEARCTR-0001623,AEARCTR-0001623,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001624,AEARCTR-0001624,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001630,AEARCTR-0001630,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001631,AEARCTR-0001631,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (South Asia ),AEARCTR-0001632,AEARCTR-0001632,India,No additional info,Asia,South Asia,1,0,False,False,False
India (South Asia ),AEARCTR-0001633,AEARCTR-0001633,India,No additional info,Asia,South Asia,1,0,False,False,False
India (South Asia ),AEARCTR-0001634,AEARCTR-0001634,India,No additional info,Asia,South Asia,1,0,False,False,False
Indonesia (Southeast Asia),AEARCTR-0001636,AEARCTR-0001636,Indonesia,No additional info,Asia,Southeast Asia,1,0,False,False,False
United States of America (New York City),AEARCTR-0001637,AEARCTR-0001637,United States of America,New York City,North America,North America,1,1,False,False,False
Private,AEARCTR-0001638,AEARCTR-0001638,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (),AEARCTR-0001640,AEARCTR-0001640,Mexico,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0001641,AEARCTR-0001641,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ethiopia (Africa),AEARCTR-0001642,AEARCTR-0001642,Ethiopia,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001643,AEARCTR-0001643,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001644,AEARCTR-0001644,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001645,AEARCTR-0001645,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"United States of America (New York, Oklahoma, and Ohio)",AEARCTR-0001646,AEARCTR-0001646,United States of America,"New York, Oklahoma, and Ohio",North America,North America,1,1,False,False,False
Uganda (Jinja),AEARCTR-0001647,AEARCTR-0001647,Uganda,Jinja,Africa,East Africa,1,1,False,False,False
Morocco (North Africa ),AEARCTR-0001649,AEARCTR-0001649,Morocco,No additional info,Africa,North Africa,1,0,False,False,False
Private,AEARCTR-0001651,AEARCTR-0001651,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001654,AEARCTR-0001654,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Australia (Northern Territory),AEARCTR-0001655,AEARCTR-0001655,Australia,Northern Territory,Oceania,Oceania,1,1,False,False,False
Private,AEARCTR-0001656,AEARCTR-0001656,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Bangladesh (Khulna, Satkhira and Narail districts)",AEARCTR-0001657,AEARCTR-0001657,Bangladesh,"Khulna, Satkhira and Narail districts",Asia,South Asia,1,1,False,False,False
"Zambia (Chipata, Eastern Province)",AEARCTR-0001659,AEARCTR-0001659,Zambia,"Chipata, Eastern Province",Africa,Southern Africa,1,1,False,False,False
Germany (),AEARCTR-0001661,AEARCTR-0001661,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
South Africa (Gauteng),AEARCTR-0001662,AEARCTR-0001662,South Africa,Gauteng,Africa,Southern Africa,1,1,False,False,False
United States of America (North America),AEARCTR-0001666,AEARCTR-0001666,United States of America,No additional info,North America,North America,1,0,False,False,False
Canada (Quebec),AEARCTR-0001668,AEARCTR-0001668,Canada,Quebec,North America,North America,1,1,False,False,False
Private,AEARCTR-0001669,AEARCTR-0001669,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Japan (East Asia),AEARCTR-0001670,AEARCTR-0001670,Japan,No additional info,Asia,East Asia,1,0,False,False,False
Private,AEARCTR-0001673,AEARCTR-0001673,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (Texas),AEARCTR-0001674,AEARCTR-0001674,United States of America,Texas,North America,North America,1,1,False,False,False
United States of America (North America ),AEARCTR-0001675,AEARCTR-0001675,United States of America,No additional info,North America,North America,1,0,False,False,False
"United States of America (Boston, Massachusetts)",AEARCTR-0001677,AEARCTR-0001677,United States of America,"Boston, Massachusetts",North America,North America,1,1,False,False,False
Private,AEARCTR-0001678,AEARCTR-0001678,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Malawi (Africa),AEARCTR-0001679,AEARCTR-0001679,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001683,AEARCTR-0001683,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001684,AEARCTR-0001684,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001686,AEARCTR-0001686,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001687,AEARCTR-0001687,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001689,AEARCTR-0001689,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (Massachusetts),AEARCTR-0001690,AEARCTR-0001690,United States of America,Massachusetts,North America,North America,1,1,False,False,False
Private,AEARCTR-0001691,AEARCTR-0001691,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001692,AEARCTR-0001692,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001694,AEARCTR-0001694,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (),AEARCTR-0001695,AEARCTR-0001695,Chile,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0001699,AEARCTR-0001699,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001700,AEARCTR-0001700,United States of America,No additional info,North America,North America,1,0,False,False,False
India (South Asia),AEARCTR-0001701,AEARCTR-0001701,India,No additional info,Asia,South Asia,1,0,False,False,False
India (South Asia),AEARCTR-0001702,AEARCTR-0001702,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001703,AEARCTR-0001703,United States of America,No additional info,North America,North America,1,0,False,False,False
South Africa (Africa),AEARCTR-0001705,AEARCTR-0001705,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
Kenya (Africa),AEARCTR-0001706,AEARCTR-0001706,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001707,AEARCTR-0001707,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001708,AEARCTR-0001708,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001709,AEARCTR-0001709,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001712,AEARCTR-0001712,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001714,AEARCTR-0001714,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (Asia),AEARCTR-0001747,AEARCTR-0001747,China,No additional info,Asia,East Asia,1,0,False,False,False
Kenya (Africa),AEARCTR-0001748,AEARCTR-0001748,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001749,AEARCTR-0001749,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Africa),AEARCTR-0001750,AEARCTR-0001750,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001751,AEARCTR-0001751,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"United States of America (Alabama, Arkansas, Idaho, Mississippi, Nebraska, Oklahoma, West Virginia, Wyoming); United States of America (Pittsburgh)",AEARCTR-0001752,AEARCTR-0001752_1,United States of America,"Alabama, Arkansas, Idaho, Mississippi, Nebraska, Oklahoma, West Virginia, Wyoming",North America,North America,1,2,False,True,False
"United States of America (Alabama, Arkansas, Idaho, Mississippi, Nebraska, Oklahoma, West Virginia, Wyoming); United States of America (Pittsburgh)",AEARCTR-0001752,AEARCTR-0001752_2,United States of America,Pittsburgh,North America,North America,1,2,False,True,False
India (South Asia),AEARCTR-0001753,AEARCTR-0001753,India,No additional info,Asia,South Asia,1,0,False,False,False
Germany (),AEARCTR-0001754,AEARCTR-0001754,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
United States of America (),AEARCTR-0001757,AEARCTR-0001757,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001758,AEARCTR-0001758,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Denmark (Copenhagen),AEARCTR-0001759,AEARCTR-0001759,Denmark,Copenhagen,Europe,Northern Europe,1,1,False,False,False
United States of America (),AEARCTR-0001760,AEARCTR-0001760,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0001761,AEARCTR-0001761,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0001762,AEARCTR-0001762,United States of America,No additional info,North America,North America,1,0,False,False,False
Madagascar (Africa),AEARCTR-0001763,AEARCTR-0001763,Madagascar,No additional info,Africa,East Africa,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (),AEARCTR-0001764,AEARCTR-0001764,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0001766,AEARCTR-0001766,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (New York),AEARCTR-0001767,AEARCTR-0001767,United States of America,New York,North America,North America,1,1,False,False,False
India (Karnataka),AEARCTR-0001770,AEARCTR-0001770,India,Karnataka,Asia,South Asia,1,1,False,False,False
India (),AEARCTR-0001772,AEARCTR-0001772,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (),AEARCTR-0001773,AEARCTR-0001773,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001774,AEARCTR-0001774,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001775,AEARCTR-0001775,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001778,AEARCTR-0001778,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001779,AEARCTR-0001779,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001780,AEARCTR-0001780,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001781,AEARCTR-0001781,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001782,AEARCTR-0001782,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Australia (),AEARCTR-0001783,AEARCTR-0001783,Australia,No additional info,Oceania,Oceania,1,0,False,False,False
Private,AEARCTR-0001784,AEARCTR-0001784,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
